lineage,summarized_lineage
XEJ.3,Omicron
XEL,Omicron
XEL.1,Omicron
XEL.2,Omicron
XEL.3,Omicron
XEL.4,Omicron
XEL.5,Omicron
XEL.6,Omicron
XEM,Omicron
XEN,Omicron
XEN.1,Omicron
XEN.2,Omicron
XEP,Omicron
XEP.1,Omicron
XEP.1.1,Omicron
XEP.2,Omicron
XEP.3,Omicron
XEQ,Omicron
XER,Omicron
XES,Omicron
XES.1,Omicron
XES.1.1,Omicron
XET,Omicron
XFC,Omicron
XFC.1,Omicron
XFC.1.1,Omicron
XFC.1.1.1,Omicron
XFC.1.10,Omicron
XFC.1.11,Omicron
XFC.1.12,Omicron
XFC.1.2,Omicron
XFC.1.2.1,Omicron
XFC.1.3,Omicron
XFC.1.3.1,Omicron
XFC.1.4,Omicron
XFC.1.5,Omicron
XFC.1.6,Omicron
XFC.1.7,Omicron
XFC.1.8,Omicron
XFC.1.9,Omicron
XFC.2,Omicron
XFC.3,Omicron
XFC.3.1,Omicron
XFC.3.2,Omicron
XFC.3.3,Omicron
XFC.3.3.1,Omicron
XFC.3.3.2,Omicron
XFC.3.4,Omicron
XFC.3.5,Omicron
XFC.4,Omicron
XFF,Omicron
XFF.1,Omicron
XFG,XFG.X
XFG.1,XFG.X
XFG.1.1,XFG.X
XFG.1.1.1,XFG.X
XFG.1.1.2,XFG.X
XFG.1.1.3,XFG.X
XFG.1.1.4,XFG.X
XFG.1.1.5,XFG.X
XFG.1.1.6,XFG.X
XFG.1.1.7,XFG.X
XFG.1.2,XFG.X
XFG.1.3,XFG.X
XFG.10,XFG.X
XFG.10.1,XFG.X
XFG.10.2,XFG.X
XFG.10.3,XFG.X
XFG.10.4,XFG.X
XFG.10.4.1,XFG.X
XFG.10.5,XFG.X
XFG.11,XFG.X
XFG.12,XFG.X
XFG.13,XFG.X
XFG.14,XFG.X
XFG.14.1,XFG.X
XFG.14.1.1,XFG.X
XFG.14.1.10,XFG.X
XFG.14.1.2,XFG.X
XFG.14.1.3,XFG.X
XFG.14.1.4,XFG.X
XFG.14.1.5,XFG.X
XFG.14.1.6,XFG.X
XFG.14.1.7,XFG.X
XFG.14.1.8,XFG.X
XFG.14.1.9,XFG.X
XFG.14.10,XFG.X
XFG.14.2,XFG.X
XFG.14.2.1,XFG.X
XFG.14.3,XFG.X
XFG.14.4,XFG.X
XFG.14.5,XFG.X
XFG.14.6,XFG.X
XFG.14.7,XFG.X
XFG.14.8,XFG.X
XFG.14.8.1,XFG.X
XFG.14.9,XFG.X
XFG.15,XFG.X
XFG.16,XFG.X
XFG.17,XFG.X
XFG.17.1,XFG.X
XFG.17.2,XFG.X
XFG.17.2.1,XFG.X
XFG.17.3,XFG.X
XFG.17.4,XFG.X
XFG.18,XFG.X
XFG.18.1,XFG.X
XFG.19,XFG.X
XFG.2,XFG.X
XFG.2.1,XFG.X
XFG.2.10,XFG.X
XFG.2.11,XFG.X
XFG.2.12,XFG.X
XFG.2.13,XFG.X
XFG.2.13.1,XFG.X
XFG.2.2,XFG.X
XFG.2.3,XFG.X
XFG.2.3.1,XFG.X
XFG.2.4,XFG.X
XFG.2.5,XFG.X
XFG.2.5.1,XFG.X
XFG.2.6,XFG.X
XFG.2.7,XFG.X
XFG.2.7.1,XFG.X
XFG.2.7.2,XFG.X
XFG.2.8,XFG.X
XFG.2.8.1,XFG.X
XFG.2.9,XFG.X
XFG.21,XFG.X
XFG.22,XFG.X
XFG.22.1,XFG.X
XFG.22.2,XFG.X
XFG.22.3,XFG.X
XFG.23,XFG.X
XFG.23.1,XFG.X
XFG.23.1.1,XFG.X
XFG.23.1.2,XFG.X
XFG.23.1.3,XFG.X
XFG.23.1.4,XFG.X
XFG.23.1.5,XFG.X
XFG.23.2,XFG.X
XFG.24,XFG.X
XFG.25,XFG.X
XFG.26,XFG.X
XFG.26.1,XFG.X
XFG.26.2,XFG.X
XFG.26.2.1,XFG.X
XFG.28,XFG.X
XFG.29,XFG.X
XFG.3,XFG.X
XFG.3.1,XFG.X
XFG.3.1.1,XFG.X
XFG.3.1.10,XFG.X
XFG.3.1.11,XFG.X
XFG.3.1.12,XFG.X
XFG.3.1.2,XFG.X
XFG.3.1.3,XFG.X
XFG.3.1.4,XFG.X
XFG.3.1.5,XFG.X
XFG.3.1.6,XFG.X
XFG.3.1.7,XFG.X
XFG.3.1.8,XFG.X
XFG.3.1.9,XFG.X
XFG.3.10,XFG.X
XFG.3.10.1,XFG.X
XFG.3.10.2,XFG.X
XFG.3.11,XFG.X
XFG.3.12,XFG.X
XFG.3.12.1,XFG.X
XFG.3.13,XFG.X
XFG.3.13.1,XFG.X
XFG.3.13.2,XFG.X
XFG.3.14,XFG.X
XFG.3.15,XFG.X
XFG.3.16,XFG.X
XFG.3.16.1,XFG.X
XFG.3.17,XFG.X
XFG.3.17.1,XFG.X
XFG.3.17.2,XFG.X
XFG.3.18,XFG.X
XFG.3.18.1,XFG.X
XFG.3.19,XFG.X
XFG.3.2,XFG.X
XFG.3.20,XFG.X
XFG.3.21,XFG.X
XFG.3.22,XFG.X
XFG.3.23,XFG.X
XFG.3.24,XFG.X
XFG.3.25,XFG.X
XFG.3.26,XFG.X
XFG.3.27,XFG.X
XFG.3.27.1,XFG.X
XFG.3.27.2,XFG.X
XFG.3.28,XFG.X
XFG.3.29,XFG.X
XFG.3.3,XFG.X
XFG.3.3.1,XFG.X
XFG.3.3.2,XFG.X
XFG.3.3.3,XFG.X
XFG.3.30,XFG.X
XFG.3.30.1,XFG.X
XFG.3.30.2,XFG.X
XFG.3.31,XFG.X
XFG.3.32,XFG.X
XFG.3.33,XFG.X
XFG.3.4,XFG.X
XFG.3.4.1,XFG.X
XFG.3.4.2,XFG.X
XFG.3.4.3,XFG.X
XFG.3.4.4,XFG.X
XFG.3.4.5,XFG.X
XFG.3.4.6,XFG.X
XFG.3.4.7,XFG.X
XFG.3.4.8,XFG.X
XFG.3.4.9,XFG.X
XFG.3.5,XFG.X
XFG.3.5.1,XFG.X
XFG.3.5.2,XFG.X
XFG.3.6,XFG.X
XFG.3.6.1,XFG.X
XFG.3.6.2,XFG.X
XFG.3.6.3,XFG.X
XFG.3.6.4,XFG.X
XFG.3.7,XFG.X
XFG.3.7.1,XFG.X
XFG.3.8,XFG.X
XFG.3.8.1,XFG.X
XFG.3.8.2,XFG.X
XFG.3.9,XFG.X
XFG.30,XFG.X
XFG.31,XFG.X
XFG.32,XFG.X
XFG.33,XFG.X
XFG.34,XFG.X
XFG.35,XFG.X
XFG.36,XFG.X
XFG.37,XFG.X
XFG.38,XFG.X
XFG.39,XFG.X
XFG.4,XFG.X
XFG.4.1,XFG.X
XFG.4.1.1,XFG.X
XFG.4.1.2,XFG.X
XFG.4.1.3,XFG.X
XFG.4.1.4,XFG.X
XFG.4.1.5,XFG.X
XFG.4.1.6,XFG.X
XFG.4.1.7,XFG.X
XFG.4.2,XFG.X
XFG.4.3,XFG.X
XFG.4.4,XFG.X
XFG.4.5,XFG.X
XFG.40,XFG.X
XFG.5,XFG.X
XFG.5.1,XFG.X
XFG.5.1.1,XFG.X
XFG.5.1.2,XFG.X
XFG.5.1.3,XFG.X
XFG.5.1.4,XFG.X
XFG.5.1.5,XFG.X
XFG.5.1.6,XFG.X
XFG.5.1.7,XFG.X
XFG.5.1.8,XFG.X
XFG.5.2,XFG.X
XFG.5.2.1,XFG.X
XFG.5.2.2,XFG.X
XFG.5.2.3,XFG.X
XFG.5.2.4,XFG.X
XFG.5.2.5,XFG.X
XFG.5.2.6,XFG.X
XFG.5.2.7,XFG.X
XFG.5.2.8,XFG.X
XFG.5.3,XFG.X
XFG.5.4,XFG.X
XFG.5.4.1,XFG.X
XFG.5.4.2,XFG.X
XFG.6,XFG.X
XFG.6.1,XFG.X
XFG.6.10,XFG.X
XFG.6.11,XFG.X
XFG.6.12,XFG.X
XFG.6.13,XFG.X
XFG.6.13.1,XFG.X
XFG.6.13.2,XFG.X
XFG.6.14,XFG.X
XFG.6.14.1,XFG.X
XFG.6.2,XFG.X
XFG.6.2.1,XFG.X
XFG.6.2.2,XFG.X
XFG.6.2.3,XFG.X
XFG.6.3,XFG.X
XFG.6.3.1,XFG.X
XFG.6.3.2,XFG.X
XFG.6.3.3,XFG.X
XFG.6.4,XFG.X
XFG.6.5,XFG.X
XFG.6.5.1,XFG.X
XFG.6.6,XFG.X
XFG.6.7,XFG.X
XFG.6.8,XFG.X
XFG.6.9,XFG.X
XFG.7,XFG.X
XFG.7.1,XFG.X
XFG.7.1.1,XFG.X
XFG.7.1.2,XFG.X
XFG.8,XFG.X
XFG.8.1,XFG.X
XFG.8.1.1,XFG.X
XFG.8.2,XFG.X
XFG.8.2.1,XFG.X
XFG.8.3,XFG.X
XFG.8.4,XFG.X
XFG.8.5,XFG.X
XFG.9,XFG.X
XFG.9.1,XFG.X
XFG.9.2,XFG.X
XFG.9.3,XFG.X
XFG.9.3.1,XFG.X
XFG.9.3.2,XFG.X
XFG.9.4,XFG.X
XFG.9.4.1,XFG.X
XFG.9.4.2,XFG.X
XFG.9.5,XFG.X
XFG.9.6,XFG.X
XFJ,Omicron
XFJ.1,Omicron
XFJ.1.1,Omicron
XFJ.1.2,Omicron
XFJ.1.3,Omicron
XFJ.10,Omicron
XFJ.2,Omicron
XFJ.2.1,Omicron
XFJ.2.2,Omicron
XFJ.3,Omicron
XFJ.3.1,Omicron
XFJ.3.1.1,Omicron
XFJ.3.1.2,Omicron
XFJ.3.1.3,Omicron
XFJ.3.1.4,Omicron
XFJ.3.2,Omicron
XFJ.4,Omicron
XFJ.4.1,Omicron
XFJ.5,Omicron
XFJ.6,Omicron
XFJ.7,Omicron
XFJ.8,Omicron
XFJ.8.1,Omicron
XFJ.9,Omicron
XFM,Omicron
XFP,Omicron
XFP.1,Omicron
XFP.1.1,Omicron
XFP.2,Omicron
XFR,Omicron
XFS,Omicron
XFT,Omicron
XFT.1,Omicron
XFU,Omicron
XG,Omicron
XGM,Omicron
XH,Omicron
XJ,Omicron
XK,Omicron
XL,Omicron
XM,Omicron
XN,Omicron
XP,Omicron
XQ,Omicron
XR,Omicron
XT,Omicron
XU,Omicron
XV,Omicron
XW,Omicron
XY,Omicron
XZ,Omicron
